x,y,z,r00,r11,r01_real,r01_imag
0.647,0.585,0.144,0.1436073948920192,0.8563926051079809,0.1420642968736845,-0.08043492555275648
0.586,0.785,0.115,0.11996641182515932,0.8800335881748406,0.08779589532878666,-0.2834611342283707
0.345,0.823,0.464,0.4606530869250063,0.5393469130749937,-0.1364356798827384,-0.3303195467782572
0.65,0.872,0.207,0.2194876276581984,0.7805123723418016,0.1313923440526879,-0.34841425048027
0.522,0.759,0.583,0.5908591835646249,0.40914081643537525,0.014361432821315455,-0.25957459082243906
0.331,0.339,0.171,0.1880264209585795,0.8119735790414205,-0.1605319811914818,0.15937048975408494
0.674,0.561,0.251,0.268026112552792,0.7319738874472079,0.16910510958056593,-0.07300539030559193
0.56,0.452,0.263,0.25996412905357463,0.7400358709464254,0.05873016757854204,0.06377142085816495
0.526,0.728,0.263,0.2613024523088995,0.7386975476911006,-0.0032902116137843306,-0.23144583044534284
0.644,0.797,0.262,0.2747199862069513,0.7252800137930486,0.1836036221442332,-0.2740340041212545
0.813,0.39,0.436,0.45447458573578503,0.545525414264215,0.3156824966175615,0.10019166815416929
0.826,0.182,0.393,0.3919943024216948,0.6080056975783052,0.33966987559683615,0.3051324236297956
0.014,0.438,0.441,0.4483060264007452,0.5516939735992549,-0.48758255010617535,0.06503238422675718
0.374,0.548,0.165,0.18242519106273997,0.8175748089372602,-0.14196622728797115,-0.03456029665679594
0.539,0.107,0.391,0.4166729905975152,0.5833270094024848,0.006782214889335565,0.3863006363432956
0.206,0.258,0.573,0.574882297720248,0.4251177022797521,-0.2832472711912615,0.2409314133604947
0.633,0.377,0.345,0.33603168625263374,0.6639683137473664,0.12020508973855555,0.12881057419609254
0.349,0.366,0.178,0.17767599552249289,0.8223240044775072,-0.1631983927048972,0.14384785939295097
0.645,0.408,0.176,0.19735491042244144,0.8026450895775585,0.13377799211010838,0.08841606447096502
0.44,0.397,0.107,0.09674539559729774,0.9032546044027023,-0.03754038756055651,0.09613743833171211
0.528,0.674,0.307,0.29717897873599236,0.7028210212640075,0.040178064108280495,-0.16795957934862124
0.225,0.654,0.414,0.39745272016937955,0.6025472798306205,-0.27238064951191215,-0.17772277321855096
0.143,0.493,0.842,0.8433287404624712,0.15667125953752878,-0.35638638779683574,0.007825433956843753
0.587,0.676,0.217,0.22976673227834815,0.7702332677216519,0.0768490320775227,-0.19804825599527232
0.298,0.374,0.855,0.8407841637860372,0.15921583621396282,-0.19681395198213014,0.1240581279004247
0.3,0.579,0.739,0.7354738128037487,0.2645261871962513,-0.2192712666658422,-0.0966653839366532
0.774,0.662,0.433,0.4496204404916565,0.5503795595083435,0.2852964903006497,-0.161080437990277
0.596,0.366,0.551,0.5471268964594549,0.4528731035405451,0.09199684190042581,0.13880188075431024
0.683,0.79,0.843,0.8153736211970334,0.18462637880296656,0.1705182483056679,-0.2890616806276906
0.522,0.776,0.165,0.17325430844925738,0.8267456915507426,0.035279016173595815,-0.2779278302106644
0.588,0.45,0.105,0.08226595911669154,0.9177340408833085,0.09366729666923736,0.05003434558982342
0.489,0.502,0.123,0.11310740667880663,0.8868925933211934,-0.021842088166055824,-0.008702634406662899
0.887,0.193,0.401,0.4177881679352516,0.5822118320647482,0.3783056142158082,0.30197706113913103
0.544,0.708,0.067,0.06973673544351648,0.9302632645564834,0.05610797096369763,-0.21126908663430713
0.606,0.336,0.066,0.06633686461221236,0.9336631353877876,0.11821692914109387,0.1687990685331744
0.538,0.711,0.448,0.4278295260302546,0.5721704739697454,0.03804767628964067,-0.20148418383984468
0.035,0.522,0.389,0.40058320630167954,0.5994167936983206,-0.46378116590755736,-0.03412596400128029
0.434,0.478,0.016,0.023815800271522837,0.9761841997284773,-0.06598567508675106,0.044580602125930534
0.747,0.248,0.153,0.13295637693174633,0.8670436230682538,0.22708284366143605,0.2508597701735865
0.491,0.283,0.074,0.08763381219842081,0.9123661878015791,-0.01879181305303497,0.21188862576230216
0.412,0.468,0.281,0.2545175856243288,0.7454824143756712,-0.06351867226641898,0.042314527853378685
0.3,0.573,0.165,0.1635884963221011,0.836411503677899,-0.1915952101880045,-0.08855356837614715
0.307,0.731,0.42,0.42295154893623554,0.5770484510637643,-0.21828015925157837,-0.23739406274276462
0.528,0.498,0.1,0.10105200608731442,0.8989479939126858,0.009684696177304877,-0.019610365439772
0.721,0.219,0.797,0.7979684371180359,0.20203156288196403,0.23497501245832347,0.29683481965741615
0.572,0.312,0.31,0.2933138725973085,0.7066861274026914,0.05805156497464304,0.17535172775367808
0.287,0.688,0.542,0.5413778567294388,0.4586221432705611,-0.19087346644042263,-0.16892943104564934
0.365,0.344,0.112,0.10677748309877211,0.8932225169012279,-0.14588406682638763,0.15384685944817855
0.574,0.397,0.089,0.07961450815248092,0.9203854918475192,0.06370058646440252,0.11115878722833014
0.465,0.169,0.58,0.5906327236047477,0.4093672763952522,-0.015385482541430202,0.3414704563081375
0.526,0.541,0.005,0.00431048590997845,0.9956895140900217,0.03576234627436578,-0.029613906122267598
0.593,0.454,0.28,0.31266398619646507,0.6873360138035348,0.1113596567564513,0.05362226199521009
0.431,0.091,0.438,0.4480223525115951,0.5519776474884048,-0.05595198395383602,0.4057139620074155
0.124,0.707,0.612,0.6272361812769008,0.37276381872309927,-0.3679546790960759,-0.234585049961517
0.499,0.719,0.133,0.1439890124583783,0.8560109875416217,0.042627492992008846,-0.20971563186912298
0.627,0.413,0.071,0.07102889002984453,0.9289711099701555,0.1422940710752272,0.08209312289075024
0.651,0.561,0.57,0.5374362021225538,0.4625637978774462,0.16456045906315686,-0.05869364530933471
0.979,0.536,0.597,0.5799521806015412,0.4200478193984588,0.4752860355996788,-0.04201717738180426
0.536,0.141,0.271,0.28458613694602203,0.715413863053978,0.029526441405496942,0.37318445573978315
0.661,0.96,0.451,0.47485776972871413,0.5251422302712859,0.1431977515098993,-0.44989310649123465
0.865,0.516,0.531,0.5600409104585874,0.4399590895414126,0.37502467608583245,-0.00928464731294809
0.389,0.334,0.546,0.5670588764735115,0.4329411235264884,-0.09039595005878216,0.14887817706634532
0.334,0.733,0.681,0.6780416919641694,0.32195830803583064,-0.13432763802159037,-0.2275928991380448
0.798,0.422,0.169,0.16783325105382324,0.8321667489461767,0.29418614716704933,0.061026632567918696
0.485,0.475,0.074,0.09167264362478228,0.9083273563752177,-0.019323035912590315,0.03292495614482901
0.379,0.599,0.027,0.03559404860186302,0.9644059513981369,-0.1120080909310855,-0.1076470687302238
0.462,0.692,0.442,0.4257531919732839,0.574246808026716,-0.04333846542072708,-0.19555814516513426
0.543,0.522,0.004,0.0034383479578624135,0.9965616520421375,0.044896989152795774,-0.01695275085739182
0.547,0.515,0.002,0.001796213341102956,0.998203786658897,0.03600812915737775,-0.009899782837547692
0.503,0.459,0.008,0.007555519001706787,0.9924444809982932,0.00881408171226036,0.043231752844849904
0.382,0.398,0.507,0.5098802915293825,0.4901197084706173,-0.09473172015455855,0.10017935052103838
0.36,0.555,0.435,0.4299141149761302,0.5700858850238697,-0.15873359729264983,-0.06679303135091239
0.661,0.148,0.325,0.3268276151557815,0.6731723848442186,0.18257035444633887,0.36198543682476936
0.59,0.414,0.181,0.18180394275170572,0.8181960572482943,0.08632748891539098,0.08801804405460127
0.499,0.433,0.003,0.0032207800186367726,0.9967792199813633,-6.666631008709183e-05,0.04269589638627202
0.2,0.525,0.354,0.3798717966282101,0.6201282033717899,-0.3067115465852215,-0.012914414368668628
0.68,0.87,0.466,0.4685384380235846,0.5314615619764155,0.17550251102706185,-0.35751347812926026
0.445,0.533,0.71,0.7312199419848369,0.2687800580151632,-0.08423923834393064,-0.04011273881898254
0.373,0.402,0.377,0.3934283618908063,0.6065716381091938,-0.15422380924015827,0.08026645105234329
0.805,0.878,0.342,0.3393024188221639,0.6606975811778361,0.3106243150479453,-0.3496017791843515
0.618,0.643,0.245,0.2613781564980547,0.7386218435019452,0.11296646187892236,-0.1054316324687938
0.493,0.086,0.434,0.43789416095241873,0.5621058390475812,-0.007618583872016442,0.409718851570732
0.371,0.645,0.054,0.058977155829708756,0.9410228441702913,-0.13296970568996552,-0.14549117790981508
0.543,0.952,0.633,0.6062796730429331,0.3937203269570671,0.007801262930105454,-0.4545295084043233
0.639,0.727,0.829,0.8536897572169168,0.1463102427830832,0.1489842267052146,-0.2202870169098278
0.254,0.872,0.512,0.49585287826393093,0.504147121736069,-0.2566535173044899,-0.38147244472647224
0.4,0.504,0.514,0.54693725696515,0.45306274303485,-0.05885581987001178,0.0168310379578411
0.379,0.848,0.324,0.3249861819783737,0.6750138180216262,-0.11832787319216836,-0.3484424402499988
0.418,0.096,0.681,0.6704720649690242,0.3295279350309758,-0.10157322307608979,0.4036039238588703
0.473,0.715,0.122,0.11399210375211459,0.8860078962478853,-0.016663393457195474,-0.21360019541306588
0.59,0.845,0.236,0.2351888019246316,0.7648111980753685,0.10397219110704368,-0.34500001090942034
0.241,0.59,0.181,0.17573723168443256,0.8242627683155676,-0.2714710387652668,-0.10548022918331774
0.607,0.649,0.459,0.4479320514571253,0.5520679485428748,0.11570128379790127,-0.14405556006673753
0.272,0.589,0.1,0.09298159220483748,0.9070184077951625,-0.20615659575952466,-0.04459789527429566
0.284,0.639,0.498,0.47794739507611517,0.5220526049238848,-0.2157506672214754,-0.12995224674197414
0.805,0.909,0.415,0.4357327891518135,0.5642672108481865,0.3041681806544941,-0.39114666111256285
0.306,0.397,0.084,0.07763034049100384,0.9223696595089962,-0.215056892182214,0.07734053219503066
0.562,0.009,0.476,0.45349585383905744,0.5465041461609426,0.059090080932155814,0.4891922397148712
0.575,0.475,0.911,0.9211430913027434,0.07885690869725649,0.09626964893407429,0.010571737372795369
0.462,0.093,0.31,0.3213945738215601,0.6786054261784399,-0.048946339359457386,0.41396724698835974
0.335,0.332,0.149,0.1595771173637039,0.840422882636296,-0.1544042489205333,0.1592000743768625
0.272,0.858,0.242,0.24215332293344577,0.7578466770665543,-0.22253582956710516,-0.34256450370254654
0.36,0.644,0.65,0.6510200091658849,0.348979990834115,-0.14329491021825597,-0.16193005823668943
0.576,0.395,0.043,0.04918736963362578,0.9508126303663742,0.05940023101047842,0.09861849779647495
0.655,0.523,0.65,0.6623503558350664,0.3376496441649337,0.1291165280671869,-0.026294378519876392
0.484,0.826,0.279,0.29999607341705936,0.7000039265829405,-0.03447317709465046,-0.3379866723758095
0.514,0.421,0.839,0.8383191724755586,0.16168082752444118,0.023888249513354623,0.0921145391244009
0.37,0.56,0.047,0.0452103669205671,0.9547896330794329,-0.12554628004254031,-0.07068478268051459
0.166,0.584,0.446,0.4243097120037966,0.5756902879962034,-0.3344970864766591,-0.07669986872563073
0.403,0.632,0.053,0.043788664525853824,0.9562113354741462,-0.09453452563186703,-0.13036169753331062
0.242,0.586,0.229,0.20523827529962713,0.7947617247003729,-0.26460647821531863,-0.08861659047444878
0.495,0.359,0.196,0.20834850741521643,0.7916514925847835,-0.03773747483148292,0.12442770632896931
0.446,0.332,0.414,0.39185964947618657,0.6081403505238135,-0.062232245816100276,0.15329681072859264
0.505,0.28,0.254,0.2615371927953819,0.738462807204618,0.00686914433587987,0.2234177339250254
0.74,0.61,0.911,0.9004459669137123,0.09955403308628771,0.24639306418779444,-0.11358631505247366
0.456,0.312,0.105,0.11773947604851488,0.8822605239514852,-0.05378672023969279,0.19502840683154618
0.426,0.573,0.487,0.4831886352248861,0.516811364775114,-0.07598675991263328,-0.06273930296586072
0.526,0.682,0.844,0.8435011467909751,0.15649885320902493,0.014416606013865014,-0.18971996891507337
0.367,0.456,0.211,0.20897221168949806,0.791027788310502,-0.12750989717532585,0.08792301176149567
0.534,0.525,0.005,0.0074788587827470734,0.992521141217253,0.033182622678368315,-0.019123505695825414
0.61,0.604,0.495,0.5039986618746383,0.4960013381253618,0.10673432273158637,-0.11555954120562159
0.65,0.215,0.789,0.7908943992982775,0.20910560070172238,0.1413629337939137,0.2886000234999426
0.555,0.178,0.159,0.1697721526732653,0.8302278473267346,0.04965752453211281,0.31970527005282684
0.852,0.412,0.422,0.3869190664146517,0.6130809335853483,0.36826997852042337,0.08196253297982307
0.729,0.74,0.72,0.7152266191639757,0.2847733808360243,0.23845319965064488,-0.25782284671850725
0.567,0.532,0.619,0.6144285069232495,0.3855714930767506,0.07844223328564559,-0.033126520115215184
0.951,0.507,0.693,0.6943494177161645,0.30565058228383557,0.45524087377906736,0.03229996385538736
0.708,0.223,0.849,0.8634697043937576,0.13653029560624239,0.21933755524269846,0.2600056364587449
0.127,0.586,0.59,0.5764154029314076,0.42358459706859247,-0.3797833337331924,-0.08247146432064369
0.453,0.612,0.539,0.5326282739681032,0.467371726031897,-0.035863254682274866,-0.10125384302179585
0.697,0.302,0.194,0.20468593532077786,0.795314064679222,0.19074691508911568,0.17734052552260898
0.376,0.127,0.739,0.7275923934079545,0.27240760659204544,-0.11358952537657259,0.3749903404057498
0.472,0.78,0.88,0.8819879331470653,0.11801206685293472,-0.01919548527448611,-0.27817035516710126
0.573,0.32,0.652,0.6629548627628978,0.3370451372371022,0.06749504564949366,0.17754314815208747
0.24,0.268,0.631,0.6405253997871478,0.35947460021285205,-0.2417464226493301,0.250496490509023
0.815,0.149,0.355,0.34471854035341537,0.6552814596465846,0.2913619088967094,0.3341303588048727
0.674,0.667,0.258,0.24976670263647943,0.7502332973635206,0.1763786978974579,-0.16671079676535888
0.806,0.646,0.472,0.48718580255690186,0.5128141974430982,0.31622189531929135,-0.11870232183419659
0.414,0.874,0.494,0.48493997345881795,0.5150600265411821,-0.08411315257022205,-0.3724169019152208
0.221,0.728,0.617,0.6475923596699057,0.35240764033009436,-0.27392065412238276,-0.2256870059247391
0.493,0.374,0.049,0.052236468159950006,0.94776353184005,0.005998204091355451,0.14725677884314667
0.507,0.345,0.962,0.9567394073056575,0.04326059269434258,0.024355672525589674,0.14448702925475845
0.572,0.317,0.919,0.9112100375492299,0.08878996245077009,0.05655643249896093,0.2016715910125267
0.601,0.701,0.179,0.15494403864072506,0.845055961359275,0.10102552787327262,-0.1957523500168216
0.651,0.347,0.074,0.08730447966868048,0.9126955203313196,0.14919566776152202,0.17308243523221578
0.531,0.324,0.049,0.04703227063510929,0.9529677293648907,0.016841553126760268,0.159598512933677
0.44,0.415,0.077,0.07511676280754849,0.9248832371924516,-0.05356869900595766,0.09171903216102328
0.246,0.197,0.211,0.21646615985311984,0.7835338401468802,-0.25375471566205077,0.3082564471302378
0.586,0.658,0.096,0.10552008011125313,0.8944799198887469,0.06677362844404217,-0.18064900830417038
0.561,0.176,0.249,0.2508174965303136,0.7491825034696864,0.06235704215960451,0.32476145816676066
0.922,0.591,0.727,0.7140949267762919,0.285905073223708,0.4216363577613777,-0.08769583317438157
0.619,0.851,0.506,0.480809075912724,0.519190924087276,0.1100340366133218,-0.36489055878943255
0.381,0.824,0.546,0.5400908508576255,0.45990914914237446,-0.10330051252377187,-0.3287612740803816
0.291,0.173,0.411,0.42117063092979545,0.5788293690702044,-0.2100442856012167,0.33801197477481504
0.786,0.236,0.17,0.17166079338910326,0.8283392066108969,0.2761476819663145,0.24924719594432462
0.505,0.898,0.255,0.22328252668049076,0.7767174733195091,0.012096840142187962,-0.4028287495554357
0.166,0.625,0.26,0.2634758268769382,0.7365241731230617,-0.3204586007680414,-0.1102850383401463
0.539,0.567,0.051,0.047286062209140556,0.9527139377908596,0.04696767140211038,-0.06889397739694075
0.62,0.269,0.32,0.29670462677309944,0.7032953732269006,0.11778647001262418,0.22461989390075981
0.5,0.344,0.211,0.1963131817145799,0.8036868182854201,-0.0023346336021454637,0.14195094894350369
0.406,0.164,0.287,0.2682209031831814,0.7317790968168187,-0.1014312182915885,0.3524508587055121
0.51,0.133,0.236,0.22502221943923797,0.774977780560762,-0.0019473509276885044,0.35645471629411213
0.429,0.739,0.064,0.06567578320522428,0.9343242167947756,-0.09817475834415089,-0.21507095995251305
0.533,0.096,0.465,0.4857501778068359,0.5142498221931641,0.02213394878686769,0.40597498647045277
0.852,0.627,0.534,0.5437616934389072,0.45623830656109277,0.334194602411323,-0.14104796690258864
0.223,0.5,0.865,0.8659748403431765,0.13402515965682352,-0.2686745765297753,-0.025392236616666126
0.702,0.706,0.853,0.8512131649007765,0.14878683509922344,0.22391694090436934,-0.2070158839174927
0.317,0.691,0.45,0.4438829814057007,0.5561170185942992,-0.17185280561511687,-0.17557083696051543
0.336,0.624,0.708,0.7213853420019147,0.2786146579980853,-0.17617211529501492,-0.09063141419068145
0.486,0.316,0.102,0.12147478314804282,0.8785252168519573,-0.008813740541542719,0.19921042548244453
0.525,0.285,0.889,0.8985879793453905,0.10141202065460955,0.004096972830032355,0.20378501626215575
0.339,0.801,0.227,0.2197499115503014,0.7802500884496987,-0.14559321893699376,-0.30019754104836033
0.607,0.479,0.016,0.013693246955502971,0.9863067530444971,0.09772740186070336,0.041298569547058094
0.278,0.85,0.246,0.24582441218080117,0.754175587819199,-0.21902989576339527,-0.3633955429208413
0.229,0.729,0.16,0.15483070363903492,0.8451692963609652,-0.26231899746695647,-0.22007219435459857
0.309,0.695,0.48,0.4929331463438037,0.5070668536561963,-0.1888552904738519,-0.20287165417195313
0.33,0.649,0.196,0.18389396120050402,0.8161060387994961,-0.16316398188543177,-0.1470736517196856
0.129,0.828,0.52,0.5305487614426758,0.4694512385573243,-0.3651575559967516,-0.31719828775410147
0.448,0.302,0.065,0.07016787836951367,0.9298321216304865,-0.057199264147951914,0.18472170311983707
0.496,0.66,0.087,0.08391164872316577,0.9160883512768343,-0.005369720221684147,-0.15566083642767264
0.251,0.353,0.295,0.284005617911927,0.715994382088073,-0.22264110851348975,0.16506969128327878
0.261,0.771,0.239,0.23617540033422316,0.7638245996657769,-0.2539568222395269,-0.2630702484739834
0.288,0.689,0.103,0.1003278719453939,0.8996721280546062,-0.19371791404184502,-0.21393296337753448
0.892,0.696,0.678,0.6632469929504206,0.3367530070495795,0.39770014286680666,-0.17617072285796143
0.362,0.741,0.146,0.13997139620484936,0.8600286037951507,-0.15483532100331143,-0.24085231751419833
0.589,0.603,0.016,0.01654696043895268,0.9834530395610472,0.06209885986968055,-0.10979384728535092
0.308,0.312,0.384,0.38049861969280463,0.6195013803071953,-0.19796916196258302,0.18344153871119195
0.729,0.615,0.149,0.16054489213081807,0.8394551078691818,0.2152527568138119,-0.10722081222848313
0.456,0.592,0.111,0.11359671656862874,0.8864032834313712,-0.043872686596273656,-0.10567194573277958
0.332,0.598,0.925,0.9322310841726669,0.06776891582733313,-0.17355696431585702,-0.11128551182795623
0.267,0.641,0.127,0.1388670951782953,0.8611329048217046,-0.23322595319392952,-0.16959923828613382
0.698,0.477,0.241,0.23574640652451606,0.7642535934754838,0.20433228314943835,-0.008359855676484272
0.368,0.387,0.432,0.40084622450387036,0.5991537754961296,-0.11358053505718459,0.12504804745525064
0.105,0.322,0.382,0.3674548668985906,0.6325451331014095,-0.3894433345726557,0.17420355663246243
0.744,0.404,0.907,0.9173842352329085,0.0826157647670915,0.22909181794084257,0.06585075281320565
0.195,0.7,0.513,0.50906584165943,0.4909341583405699,-0.31619711348553214,-0.17833111286296124
0.737,0.673,0.118,0.11945980865398362,0.8805401913460164,0.2365576154732902,-0.17680523615870994
0.551,0.689,0.895,0.9058562085588754,0.09414379144112475,0.0625043813054497,-0.15058785510092698
0.507,0.53,0.015,0.013419791389723752,0.9865802086102764,0.014218564129133712,-0.02398452994968524
0.279,0.179,0.773,0.7751100784800838,0.224889921519916,-0.21309557036674281,0.321454319697662
0.603,0.081,0.672,0.6882827816947475,0.31171721830525245,0.07736312702162543,0.434225851846853
0.39,0.317,0.96,0.9612355173916316,0.03876448260836829,-0.06208996945449884,0.17560145857895715
0.639,0.823,0.403,0.41093720656251803,0.5890627934374819,0.14620039475183452,-0.29866050814032047
0.855,0.587,0.252,0.2536438725906416,0.7463561274093584,0.3614258949419253,-0.08872714153762652
0.279,0.471,0.11,0.09796730969456069,0.9020326903054393,-0.23964303116369842,0.02422854952279896
0.673,0.171,0.25,0.2663425944711432,0.7336574055288567,0.18975308475717492,0.32131074311765195
0.721,0.422,0.108,0.1147990598714106,0.8852009401285893,0.2176575324117497,0.1143313639412095
0.386,0.731,0.417,0.40408685698276803,0.595913143017232,-0.11161293251446269,-0.21798636342850194
0.409,0.23,0.714,0.7206610537313466,0.2793389462686534,-0.11776221822383745,0.2835446636067153
0.782,0.435,0.314,0.3217867452218746,0.6782132547781253,0.2779056973025099,0.07620201156522516
0.344,0.385,0.141,0.14067879500471842,0.8593212049952815,-0.16011784490061495,0.09266606374256424
0.173,0.354,0.212,0.21687134571617483,0.7831286542838252,-0.30117519561572104,0.14773122780214948
0.447,0.552,0.016,0.02267575853676719,0.9773242414632328,-0.053789373131930836,-0.037990973738744105
0.517,0.022,0.454,0.4517128791933544,0.5482871208066457,0.03687261901954799,0.4760673806867594
0.628,0.94,0.479,0.44312314655399276,0.5568768534460075,0.14374349083740925,-0.442243682612065
